Player Name,Player ID
Josh McRoberts,mcrobjo01
Tiago Splitter,splitti01
Luke Babbitt,babbilu01
Jarell Eddie,eddieja01
Cristiano Felicio,feliccr01
Kevin Seraphin,serapke01
Roy Hibbert,hibbero01
Isaiah Canaan,canaais01
Boris Diaw,diawbo01
Kris Humphries,humphkr01
David West,westda01
Corey Brewer,breweco01
Davis Bertans,bertada01
Reggie Bullock,bullore01
C.J. Watson,watsocj01
Reggie Williams,willire02
Pierre Jackson,jackspi01
Stanley Johnson,johnsst04
Jordan McRae,mcraejo01
Donatas Motiejunas,motiedo01
Lucas Nogueira,noguelu01
Jarrod Uthoff,uthofja01
Noah Vonleh,vonleno01
Tyler Ennis,ennisty01
Ed Davis,davised01
Dorian Finney-Smith,finnedo01
K.J. McDaniels,mcdankj01
Brandon Rush,rushbr01
Pascal Siakam,siakapa01
Ron Baker,bakerro01
Shabazz Napier,napiesh01
Jason Terry,terryja01
Edy Tavares,tavarwa01
Kay Felder,feldeka01
Justin Harper,harpeju01
Thon Maker,makerth01
Patrick McCaw,mccawpa01
Anthony Brown,brownan02
Jarell Martin,martija01
Malik Beasley,beaslma01
Kris Dunn,dunnkr01
Jonas Jerebko,jerebjo01
Malachi Richardson,richama01
Johnny O'Bryant,obryajo01
Tyus Jones,jonesty01
Adreian Payne,paynead01
Brian Roberts,roberbr01
Rashad Vaughn,vaughra01
Tyler Zeller,zellety01
Jose Calderon,caldejo01
Kyle Anderson,anderky01
Dragan Bender,bendedr01
Dejounte Murray,murrade01
Jared Sullinger,sullija01
Norris Cole,coleno01
Darrun Hilliard,hillida01
Nicolas Laprovittola,laproni01
Gary Payton II,paytoga02
Wade Baldwin,baldwwa01
Henry Ellenson,ellenhe01
Paul Pierce,piercpa01
Briante Weber,weberbr01
Maurice Ndour,ndourma01
Jakob Poeltl,poeltja01
Jarrett Jack,jackja01
Sheldon Mac,mcclesh01
Sasha Vujacic,vujacsa01
Andrew Bogut,bogutan01
Lavoy Allen,allenla01
Alan Anderson,anderal01
Semaj Christon,chrisse01
Salah Mejri,mejrisa01
Fred VanVleet,vanvlfr01
Jeff Withey,witheje01
Axel Toupane,toupaax01
Nicolas Brussino,brussni01
Marcus Georges-Hunt,georgma01
James Jones,jonesja02
James Michael McAdoo,mcadoja01
Chinanu Onuaku,onuakch01
Kyle Singler,singlky01
Okaro White,whiteok01
Omer Ask,asikom01
DeAndre' Bembry,bembrde01
Marcelo Huertas,huertma01
Wesley Johnson,johnswe01
Tomas Satoransky,satorto01
Christian Wood,woodch01
Andrew Nicholson,nichoan01
Bryn Forbes,forbebr01
DeAndre Liggins,liggide01
Miles Plumlee,plumlmi01
Bobby Brown,brownbo02
Pat Connaughton,connapa01
Kevon Looney,looneke01
Raul Neto,netora01
Mike Scott,scottmi01
Chris McCullough,mcculch01
Chris Andersen,anderch01
Greivis Vasquez,vasqugr01
Metta World Peace,artesro01
James Young,youngja01
A.J. Hammons,hammoaj01
Jake Layman,laymaja01
Treveon Graham,grahatr01
Joe Young,youngjo01
Rakeem Christmas,chrisra01
Manny Harris,harrima01
Demetrius Jackson,jacksde01
Gary Neal,nealga01
Udonis Haslem,hasleud01
Damian Jones,jonesda03
Marshall Plumlee,plumlma02
Tim Quarterman,quartti01
Joel Bolomboy,bolomjo01
John Jenkins,jenkijo01
Lamar Patterson,pattela01
Damjan Rudez,rudezda01
Cole Aldrich,aldrico01
Nick Collison,collini01
Jordan Hill,hilljo01
Bruno Caboclo,cabocbr01
Deyonta Davis,davisde01
Ryan Kelly,kellyry01
Jordan Mickey,mickejo01
Elijah Millsap,millsel01
Jarnell Stokes,stokeja01
Mike Miller,millemi01
Diamond Stone,stonedi01
Joel Anthony,anthojo01
Brice Johnson,johnsbr02
Daniel Ochefu,ochefda01
Anderson Varejao,varejan01
Stephen Zimmerman,zimmest01
Ronnie Price,pricero01
Mike Tobey,tobeymi01
C.J. Wilcox,wilcocj01
Georges Niang,niangge01
Kyle Wiltjer,wiltjky01
Alonzo Gee,geeal01
Larry Sanders,sandela01
Isaiah Taylor,taylois01
Steve Novak,novakst01
Arinze Onuaku,onuakar01
Michael Gbinije,gbinimi01
John Lucas III,lucasjo02
Aaron Harrison,harriaa01
Ben Bentil,bentibe01
Patricio Garino,garinpa01
Danuel House Jr.,houseda01
R.J. Hunter,hunterj01
